"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Brandin Cooks","HOU","75.3","1,052.5","5.2","0.8","6.8","0.0","0.7","135.9"
"Jerry Jeudy","DEN","73.1","1,030.8","5.5","0.0","0.0","0.0","0.8","134.5"
"Deebo Samuel","SF","70.4","898.6","4.7","13.5","99.3","0.7","0.8","130.8"
"Robby Anderson","CAR","80.3","991.3","5.2","2.5","12.3","0.1","0.8","130.6"
"JuJu Smith-Schuster","PIT","89.3","901.9","6.7","0.0","0.0","0.0","0.9","128.6"
"Michael Gallup","DAL","64.1","941.7","5.9","0.0","0.0","0.0","0.6","128.3"
"Tyler Boyd","CIN","84.0","932.0","5.5","2.1","15.7","0.0","0.8","126.5"
"D.J. Chark Jr.","JAC","68.8","916.6","5.9","0.3","3.3","0.0","0.6","125.9"
"Marvin Jones Jr.","JAC","68.7","876.4","6.3","0.3","0.0","0.0","0.6","124.3"
"Marquise Brown","BAL","61.2","824.6","7.0","1.5","8.0","0.0","0.6","124.1"
"Laviska Shenault Jr.","JAC","74.5","820.8","4.9","19.7","108.7","0.5","0.7","124.0"
"Mike Williams","LAC","56.0","915.1","5.5","0.3","0.5","0.0","0.6","123.3"
"Curtis Samuel","WAS","62.3","735.2","4.8","24.6","128.5","1.1","0.7","120.4"
"Jarvis Landry","CLE","73.6","885.3","5.0","1.9","9.7","0.3","0.8","120.1"
"DeVonta Smith","PHI","63.2","888.3","4.8","1.0","6.2","0.0","1.2","116.1"
"Will Fuller V","MIA","66.6","849.1","5.3","0.0","0.0","0.0","0.6","115.6"
"DeVante Parker","MIA","65.5","833.0","5.5","0.0","0.0","0.0","0.7","115.0"
"Michael Thomas","NO","71.8","857.0","4.9","0.3","-0.8","0.0","0.7","113.5"
"Michael Pittman Jr.","IND","63.2","824.7","4.5","3.4","22.7","0.0","0.7","110.8"
"Corey Davis","NYJ","68.2","887.1","3.9","0.0","0.0","0.0","0.8","110.5"
"Mecole Hardman","KC","52.4","732.1","5.5","6.4","43.8","0.1","1.7","108.0"
"Antonio Brown","TB","63.5","711.5","6.0","2.0","11.4","0.0","0.6","106.9"
"Henry Ruggs III","LV","51.4","783.6","4.1","10.4","58.3","0.1","1.7","106.5"
"Darnell Mooney","CHI","65.5","778.0","4.5","2.7","15.5","0.0","0.7","105.1"
"Tyrell Williams","DET","56.0","802.5","4.3","0.0","0.0","0.0","0.7","104.7"
"Jaylen Waddle","MIA","57.1","764.6","4.7","1.5","8.6","0.0","1.2","103.2"
"T.Y. Hilton","IND","56.1","743.0","5.0","0.0","0.0","0.0","0.6","102.9"
"Emmanuel Sanders","BUF","57.1","696.3","5.0","1.1","6.7","0.1","0.6","99.1"
"Cole Beasley","BUF","64.0","737.8","4.4","0.0","0.0","0.0","0.6","99.1"
"Nelson Agholor","NE","50.6","714.5","4.5","0.3","1.3","0.0","0.7","97.2"
"Jalen Reagor","PHI","53.8","722.7","3.8","3.1","17.5","0.1","0.7","96.0"
"Russell Gage","ATL","66.3","720.9","4.1","1.3","6.1","0.0","0.6","95.9"
"Elijah Moore","NYJ","59.5","719.1","3.7","0.7","4.2","0.0","0.4","93.9"
"Breshad Perriman","CHI","48.9","706.3","3.8","1.0","5.8","0.0","0.0","93.8"
"Gabriel Davis","BUF","42.7","629.5","5.0","0.3","0.0","0.0","0.1","92.8"
"Tre'Quan Smith","NO","42.1","596.1","5.1","0.3","0.5","0.0","0.1","89.8"
"Jakobi Meyers","NE","53.4","680.9","3.5","0.7","3.6","0.0","0.5","88.6"
"Marquez Callaway","NO","49.8","643.3","4.1","0.0","0.0","0.0","0.4","88.4"
"Sterling Shepard","NYG","62.1","636.4","3.5","3.3","26.0","0.3","0.6","87.7"
"A.J. Green","ARI","51.7","633.6","4.2","0.0","0.0","0.0","0.7","86.9"
"Randall Cobb","GB","50.6","612.6","4.3","1.5","7.6","0.0","0.7","86.6"
"Rondale Moore","ARI","54.1","663.7","3.6","1.1","6.1","0.0","1.2","86.3"
"Jamison Crowder","NYJ","54.0","605.4","3.7","0.3","3.3","0.0","0.7","81.5"
"Terrace Marshall Jr.","CAR","47.6","619.9","3.5","0.5","2.8","0.0","1.2","81.2"
"Christian Kirk","ARI","45.1","545.3","3.8","3.9","26.9","0.0","0.6","79.4"
"Parris Campbell","IND","46.1","559.2","3.3","4.8","30.1","0.2","0.4","78.9"
"DeSean Jackson","LAR","35.5","561.0","3.6","2.8","17.1","0.1","0.6","78.8"
"John Brown","LV","43.7","593.5","3.5","0.3","1.3","0.0","1.0","78.6"
"Rashod Bateman","BAL","41.1","543.0","4.1","0.8","4.8","0.0","0.6","78.0"
"Allen Lazard","GB","40.8","551.3","3.7","1.3","9.7","0.0","0.6","76.9"
"Darius Slayton","NYG","41.2","556.5","3.5","0.8","2.6","0.0","0.6","75.5"
"Bryan Edwards","LV","41.4","542.3","3.4","0.0","0.0","0.0","0.3","74.0"
"Van Jefferson","LAR","40.3","487.2","3.4","1.4","5.8","0.0","0.1","69.8"
"Hunter Renfrow","LV","43.4","519.6","3.1","0.0","0.0","0.0","0.6","69.2"
"Anthony Miller","HOU","43.8","520.8","2.8","2.2","10.3","0.1","0.8","69.0"
"Nico Collins","HOU","38.5","518.4","2.9","0.0","0.0","0.0","0.3","68.9"
"Amon-Ra St. Brown","DET","43.0","522.8","2.6","0.0","0.0","0.0","0.3","67.2"
"Sammy Watkins","BAL","37.6","462.0","3.5","0.8","7.5","0.0","0.6","66.9"
"Chris Conley","HOU","36.5","512.3","2.7","0.0","0.0","0.0","0.7","66.1"
"Josh Reynolds","TEN","36.1","469.4","3.1","0.8","4.5","0.0","0.6","64.9"
"Marquez Valdes-Scantling","GB","25.7","438.1","3.3","2.5","14.8","0.0","0.6","64.4"
"James Washington","PIT","33.3","451.7","2.9","0.0","0.0","0.0","0.6","61.4"
"Zach Pascal","IND","30.7","415.3","3.3","0.3","2.0","0.0","0.1","61.4"
"Keelan Cole Sr.","NYJ","35.7","460.9","2.7","0.0","0.0","0.0","0.5","61.1"
"Demarcus Robinson","KC","35.3","423.3","3.3","0.0","0.0","0.0","0.6","60.9"
"Cordarrelle Patterson","ATL","16.0","188.0","1.0","54.0","225.0","2.0","0.0","59.3"
"KJ Hamler","DEN","32.6","391.7","2.4","8.9","43.9","0.2","0.6","57.9"
"Denzel Mims","NYJ","31.6","449.8","2.0","0.3","0.8","0.0","0.1","57.2"
"Jalen Guyton","LAC","27.4","419.3","2.3","2.5","10.6","0.1","0.1","56.9"
"Josh Palmer","LAC","30.1","413.4","2.5","0.7","4.0","0.0","0.6","55.5"
"Rashard Higgins","CLE","26.5","395.9","2.6","0.0","0.0","0.0","0.6","53.8"
"D'Wayne Eskridge","SEA","31.2","353.2","2.6","1.1","5.5","0.0","0.0","51.5"
"Tim Patrick","DEN","28.5","375.1","2.5","0.0","0.0","0.0","0.6","51.2"
"Olamide Zaccheaus","ATL","26.8","392.2","2.0","0.3","1.4","0.0","0.1","50.9"
"Kadarius Toney","NYG","29.4","351.5","1.9","6.5","39.7","0.2","0.3","50.9"
"Mohamed Sanu","SF","35.6","371.9","2.2","1.3","5.7","0.0","0.5","49.7"
"Tyron Johnson","JAC","21.5","341.6","2.4","1.7","10.0","0.0","0.0","49.7"
"Kendrick Bourne","NE","29.3","372.1","2.0","0.0","0.0","0.0","0.2","49.2"
"Dyami Brown","WAS","26.3","358.2","2.1","0.0","0.0","0.0","0.2","48.1"
"Preston Williams","MIA","23.6","303.2","2.9","0.0","0.0","0.0","0.6","46.3"
"Keke Coutee","IND","32.8","392.3","2.1","0.7","3.7","0.3","4.0","46.2"
"Deonte Harris","NO","27.0","304.7","1.6","7.3","47.9","0.1","0.2","45.2"
"Donovan Peoples-Jones","CLE","23.7","311.8","2.2","0.0","0.0","0.0","0.2","44.1"
"Damiere Byrd","CHI","29.5","339.7","1.7","0.3","2.0","0.0","0.6","43.1"
"Adam Humphries","WAS","30.3","331.0","1.6","0.0","0.0","0.0","0.1","42.4"
"Byron Pringle","KC","22.6","290.2","2.0","0.0","0.0","0.0","0.2","40.8"
"Quintez Cephus","DET","23.8","316.9","1.5","0.0","0.0","0.0","0.2","40.4"
"Scotty Miller","TB","17.0","244.6","1.8","1.4","7.7","0.1","0.1","36.5"
"Auden Tate","CIN","21.4","270.4","1.5","0.0","0.0","0.0","0.1","35.8"
"Isaiah McKenzie","BUF","18.9","200.3","1.9","5.7","28.6","0.2","0.1","35.5"
"Isaiah Coulter","CHI","18.3","275.6","1.5","1.0","4.0","0.0","1.0","35.0"
"Tutu Atwell","LAR","19.2","249.1","1.2","0.0","0.0","0.0","0.1","31.9"
"Amari Rodgers","GB","18.0","221.4","1.3","2.0","12.4","0.1","0.1","31.5"
"Quez Watkins","PHI","19.8","233.0","1.2","0.0","0.0","0.0","0.1","30.4"
"Willie Snead IV","LV","20.2","233.1","1.2","0.0","0.0","0.0","0.2","30.3"
"N'Keal Harry","NE","16.2","196.4","1.4","0.9","5.2","0.0","0.1","28.8"
"Collin Johnson","NYG","19.7","222.5","1.1","0.0","0.0","0.0","0.0","28.5"
"Freddie Swain","SEA","15.2","190.4","1.5","0.0","0.0","0.0","0.1","27.8"
"Devin Duvernay","BAL","17.2","190.2","1.3","1.7","11.7","0.0","0.1","27.6"
"Kalif Raymond","DET","16.2","228.6","0.8","0.0","0.0","0.0","0.2","27.1"
"Marquise Goodwin","CHI","15.7","207.4","1.1","0.0","0.0","0.0","0.1","27.0"
"Jamal Agnew","JAC","13.4","154.7","0.8","6.2","33.9","0.2","0.1","24.7"
"Ty Montgomery","NO","13.2","138.0","0.9","8.5","39.1","0.1","0.1","23.2"
"Dede Westbrook","MIN","14.5","155.5","1.2","0.7","3.6","0.0","0.1","23.2"
"Cameron Batson","TEN","10.6","120.7","0.9","2.5","14.9","0.1","0.1","19.3"
"Ihmir Smith-Marsette","MIN","10.2","133.3","0.9","0.0","0.0","0.0","0.1","18.6"
"Albert Wilson","MIA","10.1","108.6","0.6","4.6","26.1","0.1","0.1","17.7"
"Greg Ward","PHI","13.7","136.7","0.7","0.0","0.0","0.0","0.1","17.5"
"Christian Blake","ATL","12.4","145.1","0.5","0.0","0.0","0.0","0.1","17.4"
"Ray-Ray McCloud","PIT","11.3","113.1","0.7","3.0","19.2","0.1","0.2","17.3"
"Trinity Benson","DET","11.0","136.6","0.6","0.0","0.0","0.0","0.1","17.2"
"Miles Boykin","BAL","9.1","123.4","0.7","0.8","4.9","0.0","0.1","17.1"
"Tavon Austin","JAC","11.2","131.1","0.7","0.0","0.0","0.0","0.1","17.0"
"Cedrick Wilson","DAL","9.7","126.7","0.7","0.0","0.0","0.0","0.1","16.6"
"Tyler Johnson","TB","8.7","110.2","0.8","0.0","0.0","0.0","0.1","15.8"
"Andy Isabella","ARI","9.2","114.8","0.6","0.0","0.0","0.0","0.0","15.2"
"Jeff Smith","NYJ","9.6","107.1","0.6","0.0","0.0","0.0","0.0","14.4"
"Noah Brown","DAL","8.6","105.9","0.6","0.0","0.0","0.0","0.1","14.3"
"Andre Roberts","HOU","8.9","110.6","0.5","0.0","0.0","0.0","0.1","14.2"
"Cam Sims","WAS","7.6","102.8","0.5","0.7","3.7","0.0","0.0","13.6"
"KeeSean Johnson","ARI","7.8","90.2","0.8","0.0","0.0","0.0","0.0","13.5"
"Jalen Hurd","SF","5.6","70.7","0.4","4.7","28.9","0.2","0.1","13.5"
"Mike Thomas","CIN","7.5","93.7","0.6","0.0","0.0","0.0","0.1","12.7"
"Nick Westbrook-Ikhine","TEN","6.9","90.6","0.6","0.0","0.0","0.0","0.0","12.5"
"Anthony Schwartz","CLE","7.1","86.7","0.6","0.0","0.0","0.0","0.0","12.0"
"Frank Darby","ATL","7.2","90.5","0.5","0.0","0.0","0.0","0.0","11.7"
"Tom Kennedy","DET","7.3","91.1","0.4","0.0","0.0","0.0","0.0","11.5"
"Rodney Adams","CHI","6.5","84.0","0.4","0.0","0.0","0.0","0.0","10.7"
"DaeSean Hamilton","DEN","7.3","75.2","0.5","0.0","0.0","0.0","0.0","10.4"
"Lil'Jordan Humphrey","NO","5.4","71.7","0.4","0.0","0.0","0.0","0.0","9.7"
"John Ross","NYG","4.3","56.8","0.5","0.7","3.9","0.0","0.1","9.1"
"Trent Sherfield","SF","5.0","66.3","0.4","0.0","0.0","0.0","0.1","8.9"
"Diontae Spencer","DEN","4.5","50.5","0.3","2.4","13.6","0.1","0.0","8.6"
"Zay Jones","LV","4.9","57.1","0.5","0.0","0.0","0.0","0.0","8.5"
"Jakeem Grant Sr.","MIA","4.5","48.8","0.3","2.5","14.3","0.1","0.0","8.4"
"Tajae Sharpe","ATL","4.6","58.2","0.4","0.0","0.0","0.0","0.0","7.9"
"Shi Smith","CAR","5.1","62.6","0.3","0.0","0.0","0.0","0.0","7.9"
"J.J. Arcega-Whiteside","PHI","4.0","58.1","0.3","0.0","0.0","0.0","0.0","7.8"
"Antonio Gandy-Golden","WAS","4.2","57.2","0.3","0.0","0.0","0.0","0.0","7.8"
"Victor Bolden Jr.","DET","5.3","56.2","0.3","0.0","0.0","0.0","0.0","7.5"
"Daurice Fountain","KC","4.1","52.2","0.4","0.0","0.0","0.0","0.0","7.5"
"Gunner Olszewski","NE","3.7","46.3","0.2","1.7","9.0","0.1","0.0","7.3"
"K.J. Hill Jr.","LAC","4.4","52.5","0.3","0.0","0.0","0.0","0.1","6.8"
"Jaelon Darden","TB","4.2","47.9","0.3","0.0","0.0","0.0","0.0","6.6"
"Tylan Wallace","BAL","3.5","45.6","0.3","0.0","0.0","0.0","0.0","6.6"
"Marquez Stevenson","BUF","3.7","46.6","0.3","0.0","0.0","0.0","0.0","6.5"
"Chester Rogers","TEN","3.9","38.0","0.3","0.0","0.0","0.0","0.0","5.7"
"Trent Taylor","CIN","3.9","39.7","0.2","0.0","0.0","0.0","0.0","5.4"
"Mike Strachan","IND","2.9","37.4","0.2","0.0","0.0","0.0","0.0","5.0"
"Marcus Johnson","TEN","2.5","32.9","0.2","0.0","0.0","0.0","0.0","4.7"
"Malik Taylor","GB","2.4","30.5","0.3","0.0","0.0","0.0","0.0","4.6"
"Braxton Berrios","NYJ","2.4","28.1","0.1","1.0","5.8","0.0","0.0","4.3"
"K.J. Osborn","MIN","2.3","29.5","0.2","0.0","0.0","0.0","0.0","3.9"
"Stanley Morgan Jr.","CIN","2.3","27.0","0.1","0.0","0.0","0.0","0.0","3.5"
"Isaac Whitney","ARI","2.1","24.1","0.2","0.0","0.0","0.0","0.0","3.4"
"Simi Fehoko","DAL","2.0","25.2","0.2","0.0","0.0","0.0","0.0","3.4"
"Terry Godwin","JAC","2.0","22.5","0.2","0.0","0.0","0.0","0.0","3.3"
"Ben Skowronek","LAR","1.9","24.5","0.1","0.0","0.0","0.0","0.0","3.2"
"Dezmon Patmon","IND","1.8","22.9","0.1","0.0","0.0","0.0","0.0","3.1"
"Allen Hurns","MIA","1.6","16.7","0.2","0.0","0.0","0.0","0.0","2.8"
"Racey McMath","TEN","1.5","19.3","0.1","0.0","0.0","0.0","0.0","2.7"
"Juwan Johnson","NO","1.7","21.4","0.1","0.0","0.0","0.0","0.0","2.7"
"Equanimeous St. Brown","GB","1.3","17.1","0.2","0.0","0.0","0.0","0.0","2.7"
"Malik Turner","DAL","1.5","19.0","0.1","0.0","0.0","0.0","0.0","2.4"
"Malcolm Perry","NE","0.9","9.1","0.0","1.8","9.4","0.1","0.0","2.3"
"DeAndre Carter","WAS","1.5","17.6","0.1","0.0","0.0","0.0","0.0","2.1"
"Kendall Hinton","DEN","1.1","12.1","0.0","1.2","6.4","0.0","0.0","1.9"
"Brandon Zylstra","CAR","1.2","15.2","0.1","0.0","0.0","0.0","0.0","1.8"
"Isaiah Ford","MIA","1.6","15.0","0.1","0.0","0.0","0.0","0.0","1.8"
"Matt Cole","NYG","0.9","9.5","0.0","0.9","4.3","0.0","0.0","1.4"
"Kelvin Harmon","WAS","0.8","10.6","0.0","0.0","0.0","0.0","0.0","1.1"
"Nsimba Webster","CHI","0.9","9.5","0.0","0.0","0.0","0.0","0.0","1.0"
"Josh Malone","NYJ","0.9","9.4","0.0","0.0","0.0","0.0","0.0","0.9"
"Jake Lampman","NO","0.7","9.4","0.0","0.0","0.0","0.0","0.0","0.9"
"Jeff Badet","ATL","0.9","9.3","0.0","0.0","0.0","0.0","0.0","0.9"
"Chad Hansen","DET","0.9","9.2","0.0","0.0","0.0","0.0","0.0","0.9"
"Trenton Irwin","CIN","0.8","9.2","0.0","0.0","0.0","0.0","0.0","0.9"
"Marcell Ateman","LV","0.7","9.1","0.0","0.0","0.0","0.0","0.0","0.9"
"Cyril Grayson Jr.","TB","0.9","9.0","0.0","0.0","0.0","0.0","0.0","0.9"
"John Ursua","SEA","0.8","9.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Darvin Kidsy","SEA","0.8","9.0","0.0","0.0","0.0","0.0","0.0","0.9"
"KhaDarel Hodge","DET","0.7","8.8","0.0","0.0","0.0","0.0","0.0","0.9"
"Dan Chisena","MIN","0.7","8.7","0.0","0.0","0.0","0.0","0.0","0.9"
"Derrick Willies","CLE","0.7","8.6","0.0","0.0","0.0","0.0","0.0","0.9"
"Alexander Hollins","CLE","0.7","8.5","0.0","0.0","0.0","0.0","0.0","0.9"
"Dante Pettis","NYG","0.7","8.4","0.0","0.0","0.0","0.0","0.0","0.8"
"JoJo Natson","CLE","0.7","8.3","0.0","0.0","0.0","0.0","0.0","0.8"
"Ashton Dulin","IND","0.7","8.3","0.0","0.0","0.0","0.0","0.0","0.8"
"Justin Hardy","CHI","0.7","8.0","0.0","0.0","0.0","0.0","0.0","0.8"
"Mack Hollins","MIA","0.8","8.0","0.0","0.0","0.0","0.0","0.0","0.8"
"Tyrie Cleveland","DEN","0.7","8.0","0.0","0.0","0.0","0.0","0.0","0.8"
"Kevin White","NO","0.7","8.0","0.0","0.0","0.0","0.0","0.0","0.8"
"Cody Hollister","TEN","0.7","8.0","0.0","0.0","0.0","0.0","0.0","0.8"
"C.J. Board","NYG","0.7","7.7","0.0","0.0","0.0","0.0","0.0","0.8"
"Jordan Matthews","SF","0.7","7.6","0.0","0.0","0.0","0.0","0.0","0.8"
"Ryan Switzer","CLE","0.8","7.1","0.0","0.0","0.0","0.0","0.0","0.7"
""
""
